2025-04-05 15:30:57.465820 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.686252 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.687835 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.690104 | 54:4b:54:24:74:37 | N/A | -86 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.696568 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.699806 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.701369 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.704699 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.706223 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.707963 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.709089 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.715461 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.721573 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.722059 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.725575 | 22:55:7e:84:10:17 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.725986 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.727139 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.728470 | 22:55:7e:84:10:17 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.728626 | 22:55:7e:84:10:17 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.728940 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.729405 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.730361 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.733673 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.734228 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.744268 | dc:4f:22:fa:54:46 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.749795 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.750122 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.750161 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.750176 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.751785 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.751955 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.752024 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.752402 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.752440 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.766206 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.768965 | dc:4f:22:fa:54:46 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.771841 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.772176 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.774954 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.786467 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.788557 | 22:55:7e:84:10:17 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.789585 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.794089 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.797869 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.801692 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.816827 | 54:4b:54:24:74:37 | N/A | -86 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.818516 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.823955 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.824350 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.826061 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.835376 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.845841 | a0:de:0f:60:67:8d | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.848642 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.849308 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.855275 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.857986 | 54:4b:54:24:74:37 | N/A | -86 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.859306 | 54:4b:54:24:74:37 | N/A | -86 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.865669 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.865881 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.866364 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.866743 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.869284 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.918487 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.918718 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.926392 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.932976 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.933911 | 52:9f:14:d9:81:25 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.937784 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.947925 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.952550 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.967767 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.968760 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.969352 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:16.985414 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.002992 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.003599 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.004067 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.004817 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.016372 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.016789 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.028772 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.035794 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.035923 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.036657 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.040175 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.040369 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.049206 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.050688 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.051080 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.070211 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.071262 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.085870 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.106621 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.131212 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.142579 | 56:4b:54:3b:84:8f | N/A | -61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.157254 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.161433 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.172620 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.193494 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.194406 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.212745 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.213180 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.215335 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.215459 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.219974 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.224029 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.228095 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.228264 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.233594 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.244984 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.245460 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.245916 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.248750 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.265977 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.266825 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.268567 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.272267 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.275026 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.275513 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.275558 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.275623 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.288305 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.301135 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.303877 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.304233 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.306229 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.307702 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.309717 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.310529 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.315590 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.316884 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.318449 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.319771 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.320816 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.321320 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.322275 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.323002 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.328832 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.331814 | dc:4f:22:fa:54:46 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.335972 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.336174 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.336815 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.337969 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.338256 | dc:4f:22:fa:54:46 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.339721 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.343372 | dc:4f:22:fa:54:46 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.347391 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.349381 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.350650 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.372186 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.377451 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.379601 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.380108 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.380561 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.381184 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.381691 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.381832 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.382137 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.382176 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.385854 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.385967 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.396353 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.397119 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.399484 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.399640 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.424463 | dc:4f:22:fa:54:46 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.424642 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.425322 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.425883 | 52:9f:14:d9:81:25 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.426549 | 52:9f:14:d9:81:25 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.427745 | 52:9f:14:d9:81:25 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.427906 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.438388 | 54:4b:54:2b:84:8f | N/A | -61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.445646 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.446124 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.447353 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.449878 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.450669 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.455129 | 52:9f:14:d9:81:25 | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.464149 | 52:9f:14:d9:81:25 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.464306 | 52:9f:14:d9:81:25 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.469290 | 54:4b:54:24:74:37 | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.479746 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.480897 | dc:4f:22:fa:54:46 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.506785 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.535616 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.536794 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.537359 | 30:cc:21:14:be:83 | N/A | -22 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.540781 | 54:4b:54:2b:84:8f | N/A | -61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.540989 | 30:cc:21:14:be:83 | N/A | -21 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.541381 | 30:cc:21:14:be:83 | N/A | -20 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.541675 | 30:cc:21:14:be:83 | N/A | -20 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.542240 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.547695 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.552467 | 56:4b:54:3b:84:8f | N/A | -61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.561335 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.562763 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.564364 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.575407 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.582385 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.587973 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.592213 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.592310 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.594033 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.611642 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.613545 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.622233 | a0:de:0f:60:67:88 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.634957 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.635396 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.635907 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.636473 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.637520 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.643167 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.643438 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.647722 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.648296 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.654607 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.656035 | dc:4f:22:fa:54:46 | N/A | -74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.657396 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.666018 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.667724 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.669305 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.669770 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.669848 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.671916 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.673068 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.684830 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.700937 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.712946 | a0:de:0f:60:67:88 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.725184 | 52:9f:14:d9:81:25 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.725752 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.737056 | dc:4f:22:fa:54:46 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.762513 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.762901 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.763428 | 52:9f:14:d9:81:25 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.768297 | dc:4f:22:fa:54:46 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.787015 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:17.793343 | dc:4f:22:fa:54:46 | N/A | -71 dBm | Origem: Cliente desconhecido
